Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.0099395751953125,1.39404296875,0.11659872765970222
0.0148193359375,1.40472412109375,0.11678248374921896
0.0198516845703125,1.412353515625,0.11695239149508016
0.02991943359375,1.4227294921875,0.11661242545990615
0.0398223876953124,1.43035888671875,0.1163121294561219
0.049957275390625,1.436767578125,0.11687738094370753
0.07501220703125,1.4483642578125,0.1167931243054719
0.099884033203125,1.45751953125,0.11668854480969328
0.14996337890625,1.47216796875,0.11688219952326113
0.20001220703125,1.48468017578125,0.11698705816898773
0.29998779296875,1.50543212890625,0.11705542675788219
0.4000244140625,1.524658203125,0.11708337169220528
0.50048828125,1.54205322265625,0.11742024133367335
0.7501220703125,1.58172607421875,0.11742896320234635
1.00006103515625,1.6192626953125,0.1175353177745886
1.4996337890625,1.69036865234375,0.11774851018969469
1.99951171875,1.75872802734375,0.11777722431744186
2.999267578125,1.88934326171875,0.11755260368141866
3.9984130859375,2.01568603515625,0.11716572011438242
