Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.0099273681640625,1.4141845703125,0.10710394656812756
0.01480712890625,1.42547607421875,0.10713455317753044
0.0198455810546875,1.43280029296875,0.10775430736777533
0.029913330078125,1.44134521484375,0.10772231985000179
0.0398162841796874,1.44805908203125,0.10760360265502457
0.049957275390625,1.453857421875,0.10741267119306988
0.074981689453125,1.46392822265625,0.10759184025365633
0.099884033203125,1.47216796875,0.10749089563701097
0.149932861328125,1.485595703125,0.10756932896998901
0.20001220703125,1.49688720703125,0.10780456800393141
0.29998779296875,1.51611328125,0.1077361080217311
0.4000244140625,1.533203125,0.10772375945048764
0.50048828125,1.549072265625,0.10800367557819254
0.7501220703125,1.585693359375,0.10810180022058684
1.00006103515625,1.619873046875,0.10817592727425591
1.4996337890625,1.68487548828125,0.10834675170664154
1.99951171875,1.74713134765625,0.1083251252992224
2.999267578125,1.86767578125,0.10822260755271401
3.9984130859375,1.98486328125,0.10787843302450012
