Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.0099578857421875,1.3983154296875,0.11426111879293718
0.01483154296875,1.4093017578125,0.11425708391613343
0.01986083984375,1.417236328125,0.11440398652671868
0.029931640625,1.4276123046875,0.11442496570676365
0.0398284912109376,1.43524169921875,0.11459437796417835
0.049957275390625,1.44195556640625,0.11456544675058578
0.07501220703125,1.45355224609375,0.11450058469859163
0.099884033203125,1.46270751953125,0.1147933939310826
0.14996337890625,1.47735595703125,0.11485764023509276
0.20001220703125,1.4898681640625,0.1148922100019424
0.29998779296875,1.51092529296875,0.1149398402503668
0.399993896484376,1.5301513671875,0.1151912257099747
0.50048828125,1.5478515625,0.11532882703063327
0.7501220703125,1.5887451171875,0.11552195136271975
1.00006103515625,1.6278076171875,0.11577004793487446
1.4996337890625,1.70135498046875,0.11608178569649452
1.99951171875,1.77337646484375,0.11626569976429808
2.999267578125,1.91192626953125,0.11640760122723844
3.9981079101562598,2.047119140625,0.11636266996344515
