Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.00994873046875,1.40472412109375,0.10390881155309364
0.0148223876953125,1.416015625,0.10427115953183576
0.0198486328125,1.42333984375,0.10372746530515516
0.0299163818359376,1.43310546875,0.10355684831301354
0.0398162841796874,1.4404296875,0.10395868399818647
0.049957275390625,1.446533203125,0.1038542653505254
0.074981689453125,1.45721435546875,0.10414907638987692
0.099884033203125,1.46575927734375,0.10414154468405806
0.149932861328125,1.4788818359375,0.10411690839488055
0.199981689453125,1.490478515625,0.10412548891644755
0.299957275390626,1.510009765625,0.10382032507553922
0.39996337890625,1.52740478515625,0.10416381615262235
0.50048828125,1.5435791015625,0.10447370756974238
0.7501220703125,1.5802001953125,0.10461384327045198
0.999755859375,1.614990234375,0.10468655802490409
1.49932861328125,1.6796875,0.10483941570737548
1.99951171875,1.741943359375,0.10486142046034728
2.9989624023437598,1.8609619140625,0.10477091881308825
3.9981079101562598,1.97540283203125,0.10452790452361567
