Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.00994873046875,1.40716552734375,0.11143413966892754
0.0148193359375,1.41815185546875,0.11180552176546185
0.0198486328125,1.42547607421875,0.11183605991537285
0.029913330078125,1.4361572265625,0.11176910677046009
0.039813232421875,1.4434814453125,0.11183527829259161
0.049957275390625,1.4495849609375,0.11184854973134004
0.074981689453125,1.4605712890625,0.11183076373085714
0.099853515625,1.46942138671875,0.11203042307206633
0.14990234375,1.483154296875,0.1120110148602774
0.199951171875,1.49505615234375,0.11205064944886524
0.299957275390626,1.514892578125,0.11212770758561738
0.399932861328126,1.533203125,0.11207570201882601
0.50018310546875,1.54998779296875,0.11231466734599818
0.7501220703125,1.58843994140625,0.11241781350981828
0.999755859375,1.62445068359375,0.11245089903743857
1.49932861328125,1.693115234375,0.11262745609952743
1.99920654296875,1.7596435546875,0.1127253013830571
2.9989624023437598,1.8853759765625,0.11251273911512438
3.997802734375,2.00714111328125,0.11225980487523728
