Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.0099517822265625,1.4105224609375,0.11595547920101436
0.0148284912109375,1.4215087890625,0.11583409812717384
0.0198638916015625,1.42913818359375,0.11586332890342833
0.0299346923828124,1.43951416015625,0.11593903405383575
0.03983154296875,1.44683837890625,0.11624655590521159
0.04998779296875,1.4532470703125,0.11614514580749477
0.07501220703125,1.46453857421875,0.11615630119248944
0.099884033203125,1.47369384765625,0.11599213162562211
0.14996337890625,1.48834228515625,0.11627775847663033
0.20001220703125,1.50115966796875,0.11630495975501148
0.29998779296875,1.522216796875,0.11643187335881737
0.39996337890625,1.5411376953125,0.11608104842091121
0.50048828125,1.55914306640625,0.11668682389936985
0.7501220703125,1.59942626953125,0.1169709949105065
0.999755859375,1.63726806640625,0.1170153281035686
1.49932861328125,1.708984375,0.1174350457506801
1.99951171875,1.778564453125,0.11756294893715499
2.9989624023437598,1.91192626953125,0.11776070967555632
3.997802734375,2.042236328125,0.11774656831076015
