Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.0099639892578125,1.41357421875,0.11592602629929914
0.0148284912109375,1.4251708984375,0.11554199111793147
0.019854736328125,1.43310546875,0.11572064337436606
0.02991943359375,1.44317626953125,0.11555158039855368
0.0398162841796874,1.45050048828125,0.11591529703347092
0.049957275390625,1.4569091796875,0.11599682067775238
0.074981689453125,1.46820068359375,0.11577961485622595
0.099853515625,1.47735595703125,0.11582264437580493
0.14990234375,1.49169921875,0.11606403737312794
0.199951171875,1.50421142578125,0.11596943762366121
0.2999267578125,1.5252685546875,0.11616150506916334
0.399932861328126,1.544189453125,0.11618867160933784
0.50018310546875,1.5618896484375,0.11647580596237316
0.7501220703125,1.60186767578125,0.11668493384383744
0.999755859375,1.63909912109375,0.11665656931345503
1.49932861328125,1.710205078125,0.11700461865742084
1.99920654296875,1.77947998046875,0.11719975588357084
2.9986572265625,1.91162109375,0.11726616306823434
3.9974975585937598,2.041015625,0.11729532781953718
