Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.009967041015625,1.4111328125,0.10995989346150724
0.014837646484375,1.42181396484375,0.11003157516566589
0.0198638916015625,1.42852783203125,0.10969200841761306
0.0299285888671874,1.4373779296875,0.11006627055347558
0.0398284912109376,1.4434814453125,0.10976541732618458
0.049957275390625,1.448974609375,0.11010002067129827
0.074981689453125,1.45904541015625,0.1100917589219675
0.099884033203125,1.46728515625,0.11009359321253749
0.149932861328125,1.48040771484375,0.11009233321971065
0.20001220703125,1.49139404296875,0.11017990609449765
0.29998779296875,1.51031494140625,0.11022845670296702
0.399993896484376,1.5277099609375,0.11034489845094747
0.50048828125,1.544189453125,0.11051827897750667
0.7501220703125,1.58050537109375,0.11056018215445165
1.00006103515625,1.6156005859375,0.11060548725340581
1.4996337890625,1.68212890625,0.11085598518407293
1.99951171875,1.74560546875,0.11077322651084458
2.999267578125,1.86798095703125,0.11058258676722235
3.9981079101562598,1.98638916015625,0.11024708511705941
