Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.0100341796875,1.3934326171875,0.11855762187309311
0.0149200439453125,1.4044189453125,0.11840325898031795
0.01995849609375,1.41204833984375,0.11823254508963763
0.03004150390625,1.42181396484375,0.11820601323789687
0.039959716796875,1.42913818359375,0.11828598540810797
0.050048828125,1.43524169921875,0.11834970628362897
0.075103759765625,1.446533203125,0.11858345113768723
0.0999755859375,1.45538330078125,0.11851870159483323
0.15008544921875,1.4697265625,0.1187508312025759
0.20016479492187603,1.48193359375,0.11870077790281086
0.3001708984375,1.50238037109375,0.11818259118491353
0.400238037109376,1.52130126953125,0.11870072113896445
0.50048828125,1.53900146484375,0.11887159701772379
0.75042724609375,1.57928466796875,0.11905356467130934
1.0003662109375,1.617431640625,0.11892957391499354
1.500244140625,1.68914794921875,0.11928023495085595
2.0004272460937598,1.75872802734375,0.11924702289227528
3.00048828125,1.89239501953125,0.1191097561687826
4.000244140625,2.02178955078125,0.11883192726171958
