Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.0099456787109375,1.4044189453125,0.11085752437034352
0.014825439453125,1.4166259765625,0.11090708953503306
0.0198577880859375,1.4251708984375,0.11107097282876109
0.029925537109375,1.436767578125,0.11109950420068179
0.0398284912109376,1.44561767578125,0.11111487163377479
0.049957275390625,1.45263671875,0.11085655159325221
0.07501220703125,1.46484375,0.11116704528526895
0.099884033203125,1.47491455078125,0.11139565411858449
0.14996337890625,1.49017333984375,0.11109321662368694
0.20001220703125,1.50299072265625,0.11118314531601162
0.300018310546876,1.5240478515625,0.11163921010627592
0.4000244140625,1.54296875,0.11158269051913793
0.50048828125,1.5606689453125,0.11175188184978867
0.75042724609375,1.59942626953125,0.11191914871747591
1.00006103515625,1.6357421875,0.11196700381936711
1.4996337890625,1.7034912109375,0.11218058076688207
1.99981689453125,1.7681884765625,0.11225892455249245
2.999267578125,1.8914794921875,0.11220183692305888
3.9984130859375,2.01019287109375,0.11188538389525993
