Current Density (A/cm2),Potential (V),HFR (Ωcm2)
0.009942626953125,1.4141845703125,0.1120663651493273
0.014813232421875,1.4263916015625,0.11209758279167206
0.0198455810546875,1.43310546875,0.1122619585143382
0.029913330078125,1.44256591796875,0.11190291009606657
0.0398193359375,1.44927978515625,0.11175012497446093
0.049957275390625,1.45538330078125,0.11220147500422936
0.074981689453125,1.466064453125,0.11218431606560533
0.099884033203125,1.474609375,0.11218469735190979
0.149932861328125,1.4886474609375,0.1120301595825314
0.199981689453125,1.50054931640625,0.11222560523501998
0.299957275390626,1.52069091796875,0.11239312337920844
0.39996337890625,1.53900146484375,0.11253687896724932
0.50048828125,1.55609130859375,0.11272267915560595
0.7501220703125,1.59454345703125,0.11292387224757434
0.999755859375,1.6314697265625,0.11306113899114485
1.49932861328125,1.70013427734375,0.11334300421806241
1.99920654296875,1.7669677734375,0.11338528033628625
2.9989624023437598,1.89483642578125,0.1133540005920411
3.997802734375,2.01995849609375,0.11327718715704628
